recipe_id,name,meal_type,servings,prep_time_min,ingredients,kcal_per_serving,protein_g_per_serving,carbs_g_per_serving,fat_g_per_serving,fiber_g_per_serving,instructions
R0257,Bowl de avena con morrón y cacao amargo,desayuno,1,5,"[{""ingredient"": ""arandanos"", ""grams"": 196}, {""ingredient"": ""avena"", ""grams"": 60}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 209}, {""ingredient"": ""miel"", ""grams"": 13}]",426.4,13.6,83.1,7.2,11.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0258,Tostadas integrales con porotos negros cocidos y lechuga,desayuno,1,13,"[{""ingredient"": ""aceite de oliva"", ""grams"": 30}, {""ingredient"": ""lechuga"", ""grams"": 87}, {""ingredient"": ""pan integral"", ""grams"": 80}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 106}]",615.8,21.2,60.8,34.1,16.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0259,Salmon con tortitas de arroz y ensalada,cena,1,34,"[{""ingredient"": ""cebolla"", ""grams"": 154}, {""ingredient"": ""claras de huevo"", ""grams"": 203}, {""ingredient"": ""mostaza"", ""grams"": 14}, {""ingredient"": ""nueces"", ""grams"": 25}, {""ingredient"": ""tortitas de arroz"", ""grams"": 125}]",814.9,38.3,122.6,20.9,7.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0260,Tostadas integrales con pavo cocido y tomate,desayuno,1,7,"[{""ingredient"": ""almendras"", ""grams"": 30}, {""ingredient"": ""pan integral"", ""grams"": 100}, {""ingredient"": ""pavo cocido"", ""grams"": 149}, {""ingredient"": ""tomate"", ""grams"": 73}]",672.2,63.2,50.4,25.3,11.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0261,Ensalada proteica de tofu firme con morrón y aceite de oliva,almuerzo,1,40,"[{""ingredient"": ""aceite de oliva"", ""grams"": 26}, {""ingredient"": ""morrón"", ""grams"": 162}, {""ingredient"": ""mostaza"", ""grams"": 24}, {""ingredient"": ""tofu firme"", ""grams"": 89}, {""ingredient"": ""tortitas de arroz"", ""grams"": 178}]",1100.5,32.0,159.8,40.4,7.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0262,Ensalada proteica de garbanzos cocidos con zapallito y aceite de oliva,almuerzo,1,12,"[{""ingredient"": ""aceite de oliva"", ""grams"": 21}, {""ingredient"": ""garbanzos cocidos"", ""grams"": 212}, {""ingredient"": ""mostaza"", ""grams"": 5}, {""ingredient"": ""pan integral"", ""grams"": 139}, {""ingredient"": ""zapallito"", ""grams"": 103}]",897.5,38.6,117.7,32.9,27.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0263,Yogur griego con manzana y semillas de chia,snack,1,16,"[{""ingredient"": ""manzana"", ""grams"": 172}, {""ingredient"": ""semillas de chia"", ""grams"": 16}, {""ingredient"": ""yogur griego descremado"", ""grams"": 222}]",298.2,25.4,38.4,6.2,9.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0264,Tazón de quinoa con atun al natural escurrido y tomate,cena,1,38,"[{""ingredient"": ""almendras"", ""grams"": 20}, {""ingredient"": ""atun al natural escurrido"", ""grams"": 107}, {""ingredient"": ""tomate"", ""grams"": 78}, {""ingredient"": ""tortitas de arroz"", ""grams"": 223}]",1101.4,50.6,190.3,17.5,7.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0265,Guiso de legumbres con morrón,cena,1,31,"[{""ingredient"": ""morrón"", ""grams"": 89}, {""ingredient"": ""nueces"", ""grams"": 22}, {""ingredient"": ""pan integral"", ""grams"": 203}, {""ingredient"": ""salmon"", ""grams"": 87}]",853.8,48.0,91.6,34.4,17.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0266,Omelette de lechuga con nueces,desayuno,2,15,"[{""ingredient"": ""huevo entero"", ""grams"": 140}, {""ingredient"": ""lechuga"", ""grams"": 147}, {""ingredient"": ""nueces"", ""grams"": 15}]",160.2,11.3,4.0,11.7,1.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0267,Omelette de pepino con palta,desayuno,1,9,"[{""ingredient"": ""claras de huevo"", ""grams"": 100}, {""ingredient"": ""huevo entero"", ""grams"": 120}, {""ingredient"": ""pepino"", ""grams"": 123}]",243.3,27.5,6.4,11.7,0.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0268,Wrap fitness de carne magra cocida con zapallito y salsa de soja,almuerzo,1,22,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 227}, {""ingredient"": ""carne magra cocida"", ""grams"": 206}, {""ingredient"": ""nueces"", ""grams"": 34}, {""ingredient"": ""zapallito"", ""grams"": 130}]",910.4,69.8,72.4,37.6,4.5,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0269,Guiso de legumbres con lechuga,cena,2,20,"[{""ingredient"": ""avena"", ""grams"": 124}, {""ingredient"": ""lechuga"", ""grams"": 177}, {""ingredient"": ""pavo cocido"", ""grams"": 180}]",398.5,37.8,43.7,8.1,7.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0270,Bowl de quinoa cocida con banana y banana,desayuno,1,20,"[{""ingredient"": ""banana"", ""grams"": 110}, {""ingredient"": ""nueces"", ""grams"": 21}, {""ingredient"": ""semillas de lino"", ""grams"": 12}, {""ingredient"": ""yogur griego descremado"", ""grams"": 217}]",427.4,28.2,39.3,19.9,7.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0271,Yogur griego con arandanos y semillas de lino,snack,1,12,"[{""ingredient"": ""arandanos"", ""grams"": 167}, {""ingredient"": ""semillas de lino"", ""grams"": 11}, {""ingredient"": ""yogur griego descremado"", ""grams"": 297}]",329.2,32.8,38.1,6.3,7.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0272,Salmon con batata cocida y ensalada,cena,1,18,"[{""ingredient"": ""batata cocida"", ""grams"": 241}, {""ingredient"": ""claras de huevo"", ""grams"": 114}, {""ingredient"": ""palta"", ""grams"": 20}, {""ingredient"": ""tomate"", ""grams"": 192}]",342.7,19.5,60.6,4.0,11.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0273,Guiso de legumbres con espinaca,cena,1,21,"[{""ingredient"": ""batata cocida"", ""grams"": 165}, {""ingredient"": ""espinaca"", ""grams"": 126}, {""ingredient"": ""mostaza"", ""grams"": 30}, {""ingredient"": ""pechuga de pollo cocida"", ""grams"": 195}, {""ingredient"": ""semillas de chia"", ""grams"": 27}]",650.2,73.2,52.3,17.4,18.3,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0274,Wrap fitness de huevo entero con tomate y salsa de soja,almuerzo,1,30,"[{""ingredient"": ""huevo entero"", ""grams"": 204}, {""ingredient"": ""nueces"", ""grams"": 19}, {""ingredient"": ""salsa de soja"", ""grams"": 9}, {""ingredient"": ""tomate"", ""grams"": 80}, {""ingredient"": ""tortitas de arroz"", ""grams"": 194}]",1172.4,46.3,167.5,37.4,6.1,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0275,Omelette de morrón con semillas de lino,desayuno,1,19,"[{""ingredient"": ""huevo entero"", ""grams"": 120}, {""ingredient"": ""morrón"", ""grams"": 128}, {""ingredient"": ""semillas de lino"", ""grams"": 22}]",328.8,20.8,15.4,21.0,8.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0276,Omelette de lechuga con almendras,desayuno,1,7,"[{""ingredient"": ""almendras"", ""grams"": 13}, {""ingredient"": ""claras de huevo"", ""grams"": 100}, {""ingredient"": ""huevo entero"", ""grams"": 140}, {""ingredient"": ""lechuga"", ""grams"": 113}]",344.4,33.5,8.4,20.2,3.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0277,Batido de proteína con arandanos,snack,1,9,"[{""ingredient"": ""arandanos"", ""grams"": 109}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 229}, {""ingredient"": ""semillas de lino"", ""grams"": 15}, {""ingredient"": ""whey protein"", ""grams"": 25}]",288.0,25.8,26.7,10.9,7.1,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0278,Salmon con arroz integral cocido y ensalada,cena,1,28,"[{""ingredient"": ""arroz integral cocido"", ""grams"": 193}, {""ingredient"": ""brocoli"", ""grams"": 94}, {""ingredient"": ""queso cottage light"", ""grams"": 220}]",449.7,32.0,63.1,7.4,5.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0279,Pudding de chia con naranja,postre,1,16,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 255}, {""ingredient"": ""cacao amargo"", ""grams"": 5}, {""ingredient"": ""miel"", ""grams"": 29}, {""ingredient"": ""naranja"", ""grams"": 113}, {""ingredient"": ""semillas de chia"", ""grams"": 22}]",310.6,8.4,54.5,10.7,12.6,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0280,Tazón de quinoa con tofu firme y brocoli,cena,2,22,"[{""ingredient"": ""brocoli"", ""grams"": 200}, {""ingredient"": ""semillas de chia"", ""grams"": 23}, {""ingredient"": ""tofu firme"", ""grams"": 139}, {""ingredient"": ""tortilla de trigo"", ""grams"": 81}]",311.5,19.8,33.8,13.1,8.1,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0281,Tostadas integrales con porotos negros cocidos y morrón,desayuno,1,18,"[{""ingredient"": ""morrón"", ""grams"": 129}, {""ingredient"": ""palta"", ""grams"": 33}, {""ingredient"": ""pan integral"", ""grams"": 100}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 147}]",533.8,28.2,86.8,10.2,24.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0282,Pollo con arroz blanco cocido y zanahoria,almuerzo,1,15,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 239}, {""ingredient"": ""limon"", ""grams"": 22}, {""ingredient"": ""palta"", ""grams"": 10}, {""ingredient"": ""queso cottage light"", ""grams"": 149}, {""ingredient"": ""zanahoria"", ""grams"": 185}]",531.1,24.2,92.6,6.0,7.4,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0283,Tazón de quinoa con salmon y zapallito,cena,2,32,"[{""ingredient"": ""arroz integral cocido"", ""grams"": 167}, {""ingredient"": ""mostaza"", ""grams"": 16}, {""ingredient"": ""salmon"", ""grams"": 135}, {""ingredient"": ""semillas de chia"", ""grams"": 35}, {""ingredient"": ""zapallito"", ""grams"": 167}]",347.6,20.1,31.8,15.6,8.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0284,Omelette de brocoli con mantequilla de mani,desayuno,1,17,"[{""ingredient"": ""brocoli"", ""grams"": 63}, {""ingredient"": ""huevo entero"", ""grams"": 120}, {""ingredient"": ""mantequilla de mani"", ""grams"": 34}]",392.9,25.9,12.3,28.7,3.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0285,Batido de proteína con banana,snack,1,13,"[{""ingredient"": ""banana"", ""grams"": 175}, {""ingredient"": ""leche descremada"", ""grams"": 160}, {""ingredient"": ""whey protein"", ""grams"": 35}]",351.8,35.4,50.7,2.8,4.5,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0286,Batido de proteína con banana,snack,1,5,"[{""ingredient"": ""banana"", ""grams"": 181}, {""ingredient"": ""leche descremada"", ""grams"": 192}, {""ingredient"": ""semillas de chia"", ""grams"": 14}, {""ingredient"": ""whey protein"", ""grams"": 35}]",436.3,38.9,59.5,7.2,9.5,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0287,Bowl de arroz integral cocido con banana y banana,desayuno,1,16,"[{""ingredient"": ""banana"", ""grams"": 199}, {""ingredient"": ""semillas de chia"", ""grams"": 20}, {""ingredient"": ""yogur griego descremado"", ""grams"": 236}]",413.5,29.2,62.3,7.7,12.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0288,Pudding de chia con arandanos,postre,2,22,"[{""ingredient"": ""arandanos"", ""grams"": 112}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 184}, {""ingredient"": ""semillas de chia"", ""grams"": 27}]",115.9,3.6,15.6,5.5,6.1,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0289,Tazón de quinoa con tempeh y tomate,cena,1,24,"[{""ingredient"": ""nueces"", ""grams"": 19}, {""ingredient"": ""pan integral"", ""grams"": 97}, {""ingredient"": ""tempeh"", ""grams"": 121}, {""ingredient"": ""tomate"", ""grams"": 195}]",632.5,41.4,60.9,30.1,10.4,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0290,Pudding de chia con naranja,postre,1,8,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 291}, {""ingredient"": ""miel"", ""grams"": 25}, {""ingredient"": ""naranja"", ""grams"": 99}, {""ingredient"": ""semillas de lino"", ""grams"": 20}]",287.5,7.5,43.9,12.0,8.4,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0291,Wrap fitness de tempeh con brocoli y mostaza,almuerzo,1,11,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 105}, {""ingredient"": ""brocoli"", ""grams"": 68}, {""ingredient"": ""semillas de lino"", ""grams"": 22}, {""ingredient"": ""tempeh"", ""grams"": 129}]",526.1,34.2,51.9,24.0,8.1,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0292,Guiso de legumbres con brocoli,cena,1,36,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 174}, {""ingredient"": ""brocoli"", ""grams"": 74}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 186}, {""ingredient"": ""salsa de soja"", ""grams"": 6}]",500.1,23.5,98.5,1.8,18.8,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0293,Pollo con arroz blanco cocido y espinaca,almuerzo,1,31,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 222}, {""ingredient"": ""espinaca"", ""grams"": 166}, {""ingredient"": ""tempeh"", ""grams"": 125}]",568.0,35.1,79.4,15.1,4.5,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0294,Pudding de chia con manzana,postre,1,24,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 245}, {""ingredient"": ""manzana"", ""grams"": 132}, {""ingredient"": ""semillas de lino"", ""grams"": 20}]",224.4,6.4,28.9,11.6,9.1,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0295,Pollo con tortilla de trigo y tomate,almuerzo,1,19,"[{""ingredient"": ""almendras"", ""grams"": 26}, {""ingredient"": ""lentejas cocidas"", ""grams"": 80}, {""ingredient"": ""salsa de soja"", ""grams"": 14}, {""ingredient"": ""tomate"", ""grams"": 132}, {""ingredient"": ""tortilla de trigo"", ""grams"": 88}]",538.5,22.0,71.6,19.8,14.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0296,Pollo con papa cocida y brocoli,almuerzo,1,12,"[{""ingredient"": ""brocoli"", ""grams"": 127}, {""ingredient"": ""mostaza"", ""grams"": 13}, {""ingredient"": ""papa cocida"", ""grams"": 115}, {""ingredient"": ""queso cottage light"", ""grams"": 119}, {""ingredient"": ""semillas de lino"", ""grams"": 28}]",398.9,24.4,44.4,15.6,13.3,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0297,Guiso de legumbres con espinaca,cena,1,39,"[{""ingredient"": ""espinaca"", ""grams"": 136}, {""ingredient"": ""mostaza"", ""grams"": 7}, {""ingredient"": ""quinoa cocida"", ""grams"": 232}, {""ingredient"": ""semillas de chia"", ""grams"": 35}, {""ingredient"": ""whey protein"", ""grams"": 104}]",900.4,103.6,77.8,22.3,21.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0298,Omelette de morrón con semillas de lino,desayuno,1,21,"[{""ingredient"": ""claras de huevo"", ""grams"": 100}, {""ingredient"": ""huevo entero"", ""grams"": 100}, {""ingredient"": ""morrón"", ""grams"": 141}, {""ingredient"": ""semillas de lino"", ""grams"": 14}]",313.5,27.9,14.3,16.0,6.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0299,Tostadas integrales con atun al natural escurrido y brocoli,desayuno,1,20,"[{""ingredient"": ""atun al natural escurrido"", ""grams"": 160}, {""ingredient"": ""brocoli"", ""grams"": 160}, {""ingredient"": ""pan integral"", ""grams"": 80}, {""ingredient"": ""semillas de chia"", ""grams"": 20}]",534.8,59.9,51.8,11.8,16.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0300,Guiso de legumbres con lechuga,cena,1,17,"[{""ingredient"": ""almendras"", ""grams"": 30}, {""ingredient"": ""avena"", ""grams"": 203}, {""ingredient"": ""lechuga"", ""grams"": 110}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 114}, {""ingredient"": ""salsa de soja"", ""grams"": 22}]",1142.0,54.2,172.8,29.9,36.5,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0301,Yogur griego con arandanos y semillas de lino,snack,1,24,"[{""ingredient"": ""arandanos"", ""grams"": 156}, {""ingredient"": ""cacao amargo"", ""grams"": 10}, {""ingredient"": ""semillas de lino"", ""grams"": 18}, {""ingredient"": ""yogur griego descremado"", ""grams"": 238}]",348.3,30.1,42.2,10.4,12.3,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0302,Batido de proteína con manzana,snack,1,5,"[{""ingredient"": ""leche descremada"", ""grams"": 212}, {""ingredient"": ""manzana"", ""grams"": 159}, {""ingredient"": ""whey protein"", ""grams"": 25}]",256.9,27.7,34.5,2.0,3.8,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0303,Omelette de pepino con almendras,desayuno,1,5,"[{""ingredient"": ""almendras"", ""grams"": 33}, {""ingredient"": ""claras de huevo"", ""grams"": 150}, {""ingredient"": ""huevo entero"", ""grams"": 100}, {""ingredient"": ""pepino"", ""grams"": 200}]",444.1,37.8,16.6,26.5,5.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0304,Yogur griego con manzana y semillas de chia,snack,1,7,"[{""ingredient"": ""manzana"", ""grams"": 86}, {""ingredient"": ""semillas de chia"", ""grams"": 15}, {""ingredient"": ""yogur griego descremado"", ""grams"": 219}]",246.8,24.7,26.1,5.7,7.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0305,Yogur griego con banana y semillas de chia,snack,2,24,"[{""ingredient"": ""banana"", ""grams"": 170}, {""ingredient"": ""semillas de chia"", ""grams"": 9}, {""ingredient"": ""yogur griego descremado"", ""grams"": 280}]",180.1,15.7,26.3,2.2,3.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0306,Salmon con arroz integral cocido y ensalada,cena,1,21,"[{""ingredient"": ""arroz integral cocido"", ""grams"": 205}, {""ingredient"": ""carne magra cocida"", ""grams"": 165}, {""ingredient"": ""mostaza"", ""grams"": 26}, {""ingredient"": ""tomate"", ""grams"": 160}]",595.1,54.2,60.3,15.0,6.4,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0307,Pollo con pasta integral cocida y brocoli,almuerzo,1,23,"[{""ingredient"": ""brocoli"", ""grams"": 95}, {""ingredient"": ""mostaza"", ""grams"": 26}, {""ingredient"": ""pasta integral cocida"", ""grams"": 180}, {""ingredient"": ""semillas de chia"", ""grams"": 22}, {""ingredient"": ""tempeh"", ""grams"": 167}]",701.9,49.8,77.1,28.6,16.1,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0308,Ensalada proteica de claras de huevo con cebolla y almendras,almuerzo,2,39,"[{""ingredient"": ""almendras"", ""grams"": 26}, {""ingredient"": ""cebolla"", ""grams"": 139}, {""ingredient"": ""claras de huevo"", ""grams"": 131}, {""ingredient"": ""pasta integral cocida"", ""grams"": 115}]",208.4,13.6,24.2,7.3,4.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0309,Ensalada proteica de garbanzos cocidos con zanahoria y mantequilla de mani,almuerzo,1,14,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 161}, {""ingredient"": ""mantequilla de mani"", ""grams"": 33}, {""ingredient"": ""tortitas de arroz"", ""grams"": 185}, {""ingredient"": ""zanahoria"", ""grams"": 165}]",1228.7,39.0,217.6,26.2,22.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0310,Wrap fitness de pavo cocido con brocoli y limon,almuerzo,2,32,"[{""ingredient"": ""arroz integral cocido"", ""grams"": 86}, {""ingredient"": ""brocoli"", ""grams"": 151}, {""ingredient"": ""limon"", ""grams"": 21}, {""ingredient"": ""pavo cocido"", ""grams"": 139}, {""ingredient"": ""semillas de lino"", ""grams"": 34}]",283.6,26.6,21.9,10.7,7.6,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0311,Ensalada proteica de queso cottage light con zapallito y almendras,almuerzo,1,12,"[{""ingredient"": ""almendras"", ""grams"": 31}, {""ingredient"": ""batata cocida"", ""grams"": 149}, {""ingredient"": ""queso cottage light"", ""grams"": 83}, {""ingredient"": ""zapallito"", ""grams"": 165}]",409.7,20.6,46.0,18.2,10.3,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0312,Batido de proteína con frutillas,snack,1,21,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 250}, {""ingredient"": ""frutillas"", ""grams"": 158}, {""ingredient"": ""whey protein"", ""grams"": 40}]",260.6,35.6,20.4,5.9,3.7,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0313,Wrap fitness de tofu firme con brocoli y limon,almuerzo,1,24,"[{""ingredient"": ""brocoli"", ""grams"": 72}, {""ingredient"": ""limon"", ""grams"": 14}, {""ingredient"": ""palta"", ""grams"": 24}, {""ingredient"": ""pan integral"", ""grams"": 241}, {""ingredient"": ""tofu firme"", ""grams"": 212}]",967.5,70.0,113.3,33.1,20.7,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0314,Tazón de quinoa con lentejas cocidas y lechuga,cena,1,38,"[{""ingredient"": ""avena"", ""grams"": 114}, {""ingredient"": ""lechuga"", ""grams"": 160}, {""ingredient"": ""lentejas cocidas"", ""grams"": 219}, {""ingredient"": ""mostaza"", ""grams"": 19}, {""ingredient"": ""palta"", ""grams"": 24}]",772.4,42.5,127.2,13.3,33.9,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0315,Tazón de quinoa con huevo entero y espinaca,cena,1,28,"[{""ingredient"": ""aceite de oliva"", ""grams"": 22}, {""ingredient"": ""arroz integral cocido"", ""grams"": 210}, {""ingredient"": ""espinaca"", ""grams"": 100}, {""ingredient"": ""huevo entero"", ""grams"": 178}, {""ingredient"": ""limon"", ""grams"": 10}]",733.2,31.8,60.2,41.4,6.3,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0316,Ensalada proteica de pavo cocido con zanahoria y semillas de lino,almuerzo,1,29,"[{""ingredient"": ""arroz integral cocido"", ""grams"": 240}, {""ingredient"": ""pavo cocido"", ""grams"": 153}, {""ingredient"": ""semillas de lino"", ""grams"": 14}, {""ingredient"": ""zanahoria"", ""grams"": 106}]",658.2,54.3,75.7,14.6,11.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0317,Bowl de yogur griego descremado con nueces y zapallito,desayuno,1,24,"[{""ingredient"": ""almendras"", ""grams"": 17}, {""ingredient"": ""banana"", ""grams"": 132}, {""ingredient"": ""semillas de lino"", ""grams"": 15}, {""ingredient"": ""yogur griego descremado"", ""grams"": 266}]",452.9,34.3,47.8,16.3,9.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0318,Pudding de chia con manzana,postre,1,10,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 234}, {""ingredient"": ""cacao amargo"", ""grams"": 8}, {""ingredient"": ""manzana"", ""grams"": 197}, {""ingredient"": ""semillas de chia"", ""grams"": 27}]",298.7,9.1,47.8,12.7,17.3,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0319,Pudding de chia con arandanos,postre,1,21,"[{""ingredient"": ""arandanos"", ""grams"": 88}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 290}, {""ingredient"": ""cacao amargo"", ""grams"": 9}, {""ingredient"": ""miel"", ""grams"": 13}, {""ingredient"": ""semillas de lino"", ""grams"": 19}]",269.7,8.7,40.0,13.0,11.2,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0320,Yogur griego con banana y semillas de chia,snack,1,21,"[{""ingredient"": ""banana"", ""grams"": 134}, {""ingredient"": ""semillas de chia"", ""grams"": 17}, {""ingredient"": ""yogur griego descremado"", ""grams"": 223}]",333.4,26.7,45.7,6.6,9.3,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
